Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan","Bidang Pengembangan Infrastruktur Wilayah 1, 2, 3 (PUPR)",JPT,melaksanakan penyusunan kebijakan teknis dan rencana terpadu program pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Perencana Khusus Kawasan,Future Job,"merencanakan, mempelajari, dan mengkoordinasikan penataan lahan terbangun",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Analis Kewilayahan,Future Job,"mengidentifikasi kebutuhan substansi, melakukan perencanaan pekerjaan, menyusun spesifikasi teknis pekerjaan, memberikan jasa konsultasi, menganalisis informasi geospasial kewilayahan ",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Analis Proyek,Future Job,"Melakukan riset, pengumpulan data, analisis untuk proses pengambilan kebijakan strategis dalam sebuah proyek",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Ahli Perencana Kota dan Kawasan Tematik,Future Job,"menerapkan norma, standar, pedoman, kriteria dalam perencanaan tata ruang wilayah dan kota.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,"Bidang Pengembangan Infrastruktur Wilayah 1, 2, 3 (PUPR)",JPT,melaksanakan penyusunan kebijakan teknis dan rencana terpadu program pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jalan Trans Papua Merauke -Sorong,Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Ahli teknik lingkungan,Future Job,"Ahli teknik lingkungan menggunakan prinsip-prinsip teknik dan ilmu pengetahuan untuk merancang solusi masalah lingkungan, termasuk merancang rencana untuk mengurangi polusi, meningkatkan upaya daur ulang, dan meningkatkan efisiensi pembuangan limbah meneliti dampak lingkungan dari proyek konstruksi yang diusulkan, dan membantu pemerintah mengembangkan peraturan yang melindungi lingkungan dari kecelakaan industrial; mengembangkan metode-metode baru yang dapat membantu meminimalkan efek hal-hal seperti pemanasan global, hujan asam, atau emisi mobil.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Auditor lingkungan,Future Job,"Auditor melakukan audit lingkungan untuk membantu melakukan perbaikan lingkungan. meninjau kinerja lingkungan suatu bisnis untuk memastikan kepatuhan terhadap peraturan dan standar; memastikan bahwa sistem manajemen lingkungan bekerja secara efektif; mengaudit topik tertentu (misalnya minimisasi limbah, air atau efisiensi energi) untuk mengidentifikasi potensi peluang penghematan biaya; meninjau kinerja pemasok atau kontraktor; melakukan audit dampak produksi, penggunaannya, pembuangan.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Analis lingkungan,Future Job,"Analis lingkungan mengumpulkan, mempelajari dan menganalisa data untuk mengusulkan tindakan dan kebijakan untuk menciptakan interaksi yang lebih ramah lingkungan; melakukan pengumpulan data dan interpretasi, menggunakan informasi untuk menciptakan solusi untuk masalah lingkungan; meneliti sampel yang dikumpulkan di tempat dan melakukan penelitian sejarah untuk menentukan tingkat dan penyebab perubahan lingkungan; melaporkan rekomendasi dan solusi untuk penciptaan kebijakan, ekspansi atau modifikasi prosedur.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Ahli konservasi,Future Job,"Ahli konservasi mengelola, meningkatkan, dan melindungi sumber daya alam untuk memaksimalkan penggunaannya tanpa merusak lingkungan. Dapat melakukan survei tanah dan mengembangkan rencana untuk menghilangkan erosi tanah atau untuk melindunginya. memberi saran kepada petani, manajer produksi pertanian, atau peternak tentang cara rotasi tanaman, membajak dengan kontur, atau terasering untuk konservasi tanah dan air; jumlah dan jenis ternak dan tanaman untuk rentang tertentu; dan perbaikan pertanian.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Penyuluh lingkungan hidup*,JF 2020 - 2021,"melaksanakan kegiatan Penyuluhan Lingkungan Hidup meliputi persiapan, pelaksanaan, pengembangan, pemantauan, evaluasi dan pelaporan penyuluhan lingkungan hidup",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Kesehatan Masyarakat (Kemenkes),JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan di
 bidang kesehatan masyarakat sesuai dengan ketentuan
 peraturan perundang-undangan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Sistem dan Strategi Pengelolaan Sumber Daya Air (PUPR),JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Air Tanah dan Air Baku (PUPR),JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan air tanah dan air baku, serta sarana dan prasarana konservasi air tanah dan air baku",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Kesehatan,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang kesehatan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Peningkatan Kualifikasi Tenaga Kesehatan (Pusat Pendidikan dan Pusat Peningkatan Mutu/Tugas Belajar,JPT,"Mendorong Tenaga Kesehatan lulusan pendidikan di bawah Diploma Tiga untuk meningkatkan kualifikasi pendidikan sampai jenjang Diploma Tiga,meningkatkan kompetensi dan kualifikasi Tenaga Kesehatan sesuai dengan kebutuhan pelayanan
 kesehatan; dan meningkatkan kualitas pelayanan kesehatan melalui peningkatan mutu Tenaga Kesehatan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang Direktorat Jenderal Sumber Daya Air,JPT,Memberikan pelayanan teknis dan administratif kepada seluruh unsur organisasi di lingkungan Direktorat Jenderal,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Lingkungan Hidup,Akses Sanitasi (Air Limbah Domestik) Layak dan Aman (90% Rumah Tangga),Bidang pengairan dan irigasi,JPT,"Melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang pengairan dan irigasi",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Ahli teknik lingkungan,Future Job,"Ahli teknik lingkungan menggunakan prinsip-prinsip teknik dan ilmu pengetahuan untuk merancang solusi masalah lingkungan, termasuk merancang rencana untuk mengurangi polusi, meningkatkan upaya daur ulang, dan meningkatkan efisiensi pembuangan limbah meneliti dampak lingkungan dari proyek konstruksi yang diusulkan, dan membantu pemerintah mengembangkan peraturan yang melindungi lingkungan dari kecelakaan industrial; mengembangkan metode-metode baru yang dapat membantu meminimalkan efek hal-hal seperti pemanasan global, hujan asam, atau emisi mobil.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Auditor lingkungan,Future Job,"Auditor melakukan audit lingkungan untuk membantu melakukan perbaikan lingkungan. meninjau kinerja lingkungan suatu bisnis untuk memastikan kepatuhan terhadap peraturan dan standar; memastikan bahwa sistem manajemen lingkungan bekerja secara efektif; mengaudit topik tertentu (misalnya minimisasi limbah, air atau efisiensi energi) untuk mengidentifikasi potensi peluang penghematan biaya; meninjau kinerja pemasok atau kontraktor; melakukan audit dampak produksi, penggunaannya, pembuangan.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Analis lingkungan,Future Job,"Analis lingkungan mengumpulkan, mempelajari dan menganalisa data untuk mengusulkan tindakan dan kebijakan untuk menciptakan interaksi yang lebih ramah lingkungan; melakukan pengumpulan data dan interpretasi, menggunakan informasi untuk menciptakan solusi untuk masalah lingkungan; meneliti sampel yang dikumpulkan di tempat dan melakukan penelitian sejarah untuk menentukan tingkat dan penyebab perubahan lingkungan; melaporkan rekomendasi dan solusi untuk penciptaan kebijakan, ekspansi atau modifikasi prosedur.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Ahli konservasi,Future Job,"Ahli konservasi mengelola, meningkatkan, dan melindungi sumber daya alam untuk memaksimalkan penggunaannya tanpa merusak lingkungan. Dapat melakukan survei tanah dan mengembangkan rencana untuk menghilangkan erosi tanah atau untuk melindunginya. memberi saran kepada petani, manajer produksi pertanian, atau peternak tentang cara rotasi tanaman, membajak dengan kontur, atau terasering untuk konservasi tanah dan air; jumlah dan jenis ternak dan tanaman untuk rentang tertentu; dan perbaikan pertanian.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Penyuluh lingkungan hidup*,JF 2020 - 2021,"melaksanakan kegiatan Penyuluhan Lingkungan Hidup meliputi persiapan, pelaksanaan, pengembangan, pemantauan, evaluasi dan pelaporan penyuluhan lingkungan hidup",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang Air Tanah dan Air Baku (PUPR),JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan air tanah dan air baku, serta sarana dan prasarana konservasi air tanah dan air baku",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang Sistem dan Strategi Pengelolaan Sumber Daya Air (PUPR),JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Bidang Sumber Daya Air ,JPT,Memberikan pelayanan teknis dan administratif kepada seluruh unsur organisasi di lingkungan Direktorat Jenderal,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Akses Air Minum Perpipaan (10 Juta Sambungan Rumah),Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Penata Kelola Perumahan,Future Job,"Merencanakan dan mengembangkan lahan untuk taman, sekolah, lembaga, bandara, jalan raya dan proyek terkait, dan untuk perumahan dan industry yang bersifat komersil",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Bidang Rumah Susun (PUPR),JPT,"melaksanakan penyiapan perumusan kebijakan dan strategi nasional penyelenggaraan rumah susun, pelaksanaan kebijakan pembangunan rumah susun, penyusunan program dan anggaran, perencanaan teknis, penyusunan standar dan pedoman, pemberian bimbingan teknis dan supervisi, fasilitasi pengelolaan dan penghunian, pengelolaan data dan pengembangan sistem informasi, serta pemantauan dan evaluasi penyelenggaraan rumah susun.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Rumah Susun Perkotaan (1 Juta),Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Infrastruktur Jaringan Gas Kota untuk 4Juta Sambungan Rumah,Manajer Pertambangan Dan Penggalian,Future Job,"merencanakan, mengarahkan dan mengkoordinasikan kegiatan produksi pertambangan, penggalian dan kegiatan ekstraksi minyak dan gas.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Infrastruktur Jaringan Gas Kota untuk 4Juta Sambungan Rumah,Ahli Teknik Produksi Migas,Future Job,"Mengawasi operasi produksi dan operasi produksi setara lepas pantai sesuai prinsip keselamatan kerja, melaksanakan pembinaan dan pengembangan SDM, serta permintaan suku cadang untuk pemeliharaan atau perbaikan atas semua penyimpangan yang ditemukan. mempersiapkan peralatan kerja, merencanakan program kerja, memilih alternatif Trouble Shooting, membuat program analisis tekanan fluida di dalam sumur dan mengawasi operasi perawatan sumur. mengoperasikan sistem peralatan drilling rig (hoisting system,rotating system) dan melaksanakan kegiatan pencegahan sembur liar. mengawasi operasi produksi panas bumi sesuai prinsip keselamatan kerja.
",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
